id,sex,trueSex,rec.,W,N,y,x,pop,Note,distr,X,site,age,midflank,lowerflank,bibcor,face,yellowext,yellowint,crown,backcol,hi,plum.SP,period,Sex,Date,rec.2,sample.id,EV1,EV2,plateid,F,siteID,pop.SP,HI,distr.1,plateID,N.1,W.1,bird.ID,originalseq,site.1,SP,sex.1,age.1,mass,tarsus,wing,CP,bill.length,bib.length,bib.width,bib.size,breast.yellow,crown.length.yellow,crown.width,bib.L,bib.a,bib.b,crown.L,crown.a,crown.b,LEFT.cheek.L,LEFT.cheek.a,LEFT.cheek.b,RIGHT.cheek.L,RIGHT.cheek.a,RIGHT.cheek.b,back.L,back.a,back.b,breast.L,breast.a,breast.b,pc1.close,pc2.close,pc1.vocal,pc2.vocal,maintained,time.in.sight.15,time.within.5m,closest.approach,song.response,short.flight.5m,long.flight.5m,flights.within.5m,SP.pop,SP.plumageID,UWBM,Latitude,Longitude,Family,Scientific.Name,Common.Name,Sex.1,Type,Tissue.Number,Date.1,Country,State.or.Province,County,Locality,Misc..Location,Island.Group,year,flank,byellow,rank.trans.hi,rank.trans.song.response,rank.trans.pc1.close,rank.trans.R.cheek.b,rank.trans.bib.size,rank.trans.breast.yellow
tohe_plate2_50747,1,M,50747,-127,51,-127,51,"N. Vancouver Island, BC",,545.2346788,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,male,5/30/88,99,50747,0.018829019,-0.057723429,tohe_plate2_50747,-0.06243,"N. Vancouver Island, BC",coastalTOWA,NA,545.2346788,plate2,51,-127,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,50747,50.3511565,-126.8848801,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,flat/skel,SAR 5611,5/30/88,Canada,British Columbia,,Port McNeill,"2 mi S, 2 mi E of Nimpkish along logging railroad (Vancouver Island)",NA,1988,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_50751,1,M,50751,-127,51,-127,51,"N. Vancouver Island, BC",,545.2346788,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,male,5/30/88,190,50751,0.028437235,-0.052498236,tohe_plate3_50751,0.01073,"N. Vancouver Island, BC",coastalTOWA,NA,545.2346788,plate3,51,-127,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,50751,50.3511565,-126.8848801,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,flat/skel,SAR 5615,5/30/88,Canada,British Columbia,,Port McNeill,1/4 mi SE of road 5610 (Vancouver Island),NA,1988,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_50753,1,M,50753,-127,51,-127,51,"N. Vancouver Island, BC",,545.2346788,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,male,5/31/88,191,50753,0.020382362,-0.053679928,tohe_plate3_50753,-0.02945,"N. Vancouver Island, BC",coastalTOWA,NA,545.2346788,plate3,51,-127,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,50753,50.3511565,-126.8848801,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,flat/skel,SAR 5617,5/31/88,Canada,British Columbia,,Port McNeill,along railroad 1 mile NNE from Kinman Main and railroad (Vancouver Island),NA,1988,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_50765,0,U,50756,NA,NA,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_50757,1,M,50757,-127,51,-127,51,"N. Vancouver Island, BC",,545.2346788,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,male,5/31/88,100,50757,0.012954395,-0.028602666,tohe_plate2_50757,-0.22064,"N. Vancouver Island, BC",coastalTOWA,NA,545.2346788,plate2,51,-127,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,50757,50.3511565,-126.8848801,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,SAR 5621,5/31/88,Canada,British Columbia,,Port McNeill,just north of Nimpkish Camp along logging railroad (Vancouver Island),NA,1988,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_50761,1,M,50761,-127,51,-127,51,"N. Vancouver Island, BC",,545.2346788,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,male,5/31/88,192,50761,0.01060724,-0.109709842,tohe_plate3_50761,0.04407,"N. Vancouver Island, BC",coastalTOWA,NA,545.2346788,plate3,51,-127,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,50761,50.3511565,-126.8848801,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,flat/skel,SAR 5625,5/31/88,Canada,British Columbia,,Port McNeill,just north of Nimpkish Camp along logging railroad (Vancouver Island),NA,1988,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_50847,1,M,50847,-121.8834862,46.7258686,-121.8834862,46.7258686,R49,,16.48675678,409,R49,ad,1,1,1,1,0.903728606,1,1,1,0.987966076,TOWA,1987-94,male,6/3/86,193,50847,0.025212371,-0.040120693,tohe_plate3_50847,-0.02958,R49,HZ,0.987966076,16.48675678,plate3,46.7258686,-121.8834862,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,50847,46.7258686,-121.8834862,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,CSW 2479,6/3/86,United States of America,Washington,Lewis,Ashford,forest road 52,NA,1986,1,0.951864303,1.208508179,NA,NA,NA,NA,NA
tohe_plate3_50853,1,M,50853,-121.5208934,46.6785376,-121.5208934,46.6785376,R55,,38.8074289,430,R55,ad,0.75,0.9,0.8,0.433333333,0.397310513,0.25,0.633333333,1,0.645497147,Hybrid,1987-94,male,6/4/86,194,50853,-0.000651907,-0.002750747,tohe_plate3_50853,-0.00067,R55,HZ,0.645497147,38.8074289,plate3,46.6785376,-121.5208934,,NA,,,,,NA,NA,NA,NA,NA,26.59,23.03,612.3677,NA,2.75,14.53,0,0,2,26,0,34,45,2,47,46,1,46,0,-1,9,52,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,50853,46.6785376,-121.5208934,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,CSW 2489,6/4/86,United States of America,Washington,Lewis,White Pass,forest road 1276,NA,1986,0.825,0.323655257,0.61029461,NA,NA,-0.445621821,1.179761118,NA
tohe_plate1_50855,1,M,50855,-121.5208934,46.6785376,-121.5208934,46.6785376,R55,,38.8074289,736,R55,im,0.903859304,NA,NA,0.873593142,0.848557468,NA,0.969490508,NA,0.991419335,TOWA,1987-94,male,6/4/86,8,50855,0.026854122,-0.000988511,tohe_plate1_50855,-0.13164,R55,HZ,0.991419335,38.8074289,plate1,46.6785376,-121.5208934,,NA,,,,,NA,NA,NA,NA,NA,29.56,24.11,712.6916,21.56,0,12.94,0,0,2,0,0,3,16,2,24,17,1,23,0,0,8,57,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,50855,46.6785376,-121.5208934,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,CSW 2491,6/4/86,United States of America,Washington,Lewis,White Pass,forest road 1276,NA,1986,NA,NA,1.232954896,NA,NA,-1.548684882,1.845704903,0.970159062
tohe_plate2_50895,1,M,50895,-121.5576757,46.6966339,-121.5576757,46.6966339,R54,,37.28663103,427,R54,ad,0.85,0.8,0.8,0.2,0.613080685,1,0.4,1,0.707885086,Hybrid,1987-94,male,6/27/86,101,50895,0.037477698,-0.015022521,tohe_plate2_50895,0.01132,R54,HZ,0.707885086,37.28663103,plate2,46.6966339,-121.5576757,,NA,,,,,NA,NA,NA,NA,NA,31.33,22.67,710.2511,26.74,6.16,8.73,0,0,3,49,1,47,60,3,56,58,2,54,9,-1,17,53,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,50895,46.6966339,-121.5576757,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,CSW 2582,6/27/86,United States of America,Washington,Lewis,White Pass,forest road 45,NA,1986,0.825,0.806540343,0.756959588,NA,NA,-0.183697192,1.789135019,1.493731157
tohe_plate4_50896,1,M,50896,-121.5576757,46.6966339,-121.5576757,46.6966339,R54,,37.28663103,428,R54,ad,0.85,0.7,0.9,0.4,0.824572127,1,0.833333333,1,0.813488183,TOWA,1987-94,male,6/27/86,277,50896,0.043923802,-0.003077388,tohe_plate4_50896,0.02906,R54,HZ,0.813488183,37.28663103,plate4,46.6966339,-121.5576757,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,50896,46.6966339,-121.5576757,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,CSW 2583,6/27/86,United States of America,Washington,Lewis,White Pass,forest road 45,NA,1986,0.775,0.912286064,0.887146559,NA,NA,NA,NA,NA
tohe_plate3_52319,1,M,52319,-121.5149159,46.4173398,-121.5149159,46.4173398,R63,,24.01876328,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,male,5/29/87,195,52319,0.003434495,0.016733721,tohe_plate3_52319,-0.02803,R63,HZ,NA,24.01876328,plate3,46.4173398,-121.5149159,,NA,,,,,NA,NA,NA,NA,NA,27.92,22.94,640.4848,29.72,5.32,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52319,46.4173398,-121.5149159,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,CSW 2989,5/29/87,United States of America,Washington,Lewis,Walupt Lake,forest road 2160,NA,1987,NA,NA,NA,NA,NA,NA,1.348526268,1.81403634
tohe_plate1_52320,1,M,52320,-121.5149159,46.4173398,-121.5149159,46.4173398,R63,,24.01876328,806,R63,im,0.903859304,0.801955959,NA,0.873593142,0.79064469,NA,0.969490508,NA,0.969082108,TOWA,1987-94,male,5/29/87,9,52320,0.028715562,-0.002193597,tohe_plate1_52320,-0.09034,R63,HZ,0.969082108,24.01876328,plate1,46.4173398,-121.5149159,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52320,46.4173398,-121.5149159,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,CSW 2990,5/29/87,United States of America,Washington,Lewis,Walupt Lake,forest road 2160,NA,1987,0.852907632,NA,1.074927012,NA,NA,NA,NA,NA
tohe_plate1_52323,0,F,52323,-121.7336616,46.6173588,-121.7336616,46.6173588,R52,,21.24515365,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,female,6/24/87,10,52323,0.014958815,-0.006912065,tohe_plate1_52323,-0.08079,R52,HZ,NA,21.24515365,plate1,46.6173588,-121.7336616,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52323,46.6173588,-121.7336616,Emberizidae,Dendroica townsendi,Townsend's Warbler,female,round,CSW 3102,6/24/87,United States of America,Washington,Lewis,Packwood,forest road 47,NA,1987,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate1_52326,1,M,52326,-121.7231587,46.6282167,-121.7231587,46.6282167,R52,,22.52740433,423,R52,ad,0,0,0.9,0,0.577933985,1,0.2,1,0.459741748,Hybrid,1987-94,male,6/24/87,11,52326,0.024398349,0.019966357,tohe_plate1_52326,0.02937,R52,HZ,0.459741748,22.52740433,plate1,46.6282167,-121.7231587,,NA,,,,,NA,NA,NA,NA,NA,24.84,20.09,499.0356,24.3,11.16,0,0,0,0,45,0,33,51,4,36,64,0,38,0,0,3,100,87,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52326,46.6282167,-121.7231587,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,CSW 3105,6/24/87,United States of America,Washington,Lewis,Packwood,forest road 47,NA,1987,0,0.788966993,0.30037794,NA,NA,-0.832975939,0.916685704,1.290949148
tohe_plate2_52327,1,M,52327,-121.7179072,46.6282167,-121.7179072,46.6282167,R52,,22.88243602,424,R52,ad,1,1,1,0.333333333,0.833129584,1,0.4,1,0.820807865,TOWA,1987-94,male,6/24/87,102,52327,0.029852742,0.022670764,tohe_plate2_52327,0.00167,R52,HZ,0.820807865,22.88243602,plate2,46.6282167,-121.7179072,,NA,,,,,NA,NA,NA,NA,NA,26.32,24.29,639.3128,40.49,13.96,0,0,0,3,52,2,44,51,2,45,55,5,46,2,0,6,49,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52327,46.6282167,-121.7179072,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,CSW 3106,6/24/87,United States of America,Washington,Lewis,Packwood,forest road 47,NA,1987,1,0.916564792,0.904480366,NA,NA,-0.445621821,1.322062961,2.870490073
tohe_plate2_52334,1,M,52334,-121.7126557,46.6282167,-121.7126557,46.6282167,R52,,23.23580281,426,R52,ad,0.85,1,1,0.333333333,0.563569682,0.5,0.8,1,0.755862877,TOWA,1987-94,male,6/24/87,103,52334,-0.002133442,-0.02292962,tohe_plate2_52334,-0.01222,R52,HZ,0.755862877,23.23580281,plate2,46.6282167,-121.7126557,,NA,,,,,NA,NA,NA,NA,NA,27.6,27.76,766.176,24.53,12.44,NA,1,0,3,26,2,20,52,6,39,48,5,36,1,0,7,46,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52334,46.6282167,-121.7126557,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,CSW 3113,6/24/87,United States of America,Washington,Lewis,Packwood,forest road 47,NA,1987,0.925,0.531784841,0.820314159,NA,NA,-0.9147481,2.166106753,1.352455929
tohe_plate1_52336,1,M,52336,-121.8834862,46.7258686,-121.8834862,46.7258686,R49,,16.48675678,410,R49,ad,0.5,0.5,1,0,0.353300733,0.65,0.4,1,0.550412592,Hybrid,1987-94,male,6/25/87,12,52336,-0.00916017,-0.004496304,tohe_plate1_52336,-0.00501,R49,HZ,0.550412592,16.48675678,plate1,46.7258686,-121.8834862,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52336,46.7258686,-121.8834862,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,CSW 3115,6/25/87,United States of America,Washington,Lewis,Ashford,forest road 52,NA,1987,0.5,0.501650367,0.488776411,NA,NA,NA,NA,NA
tohe_plate4_52338,1,M,52338,-121.8940187,46.733107,-121.8940187,46.733107,R49,,16.03401616,412,R49,ad,0.5,0.8,0.75,0,0.567848411,1,0.4,1,0.627231051,Hybrid,1987-94,male,6/25/87,278,52338,0.01346463,0.005867046,tohe_plate4_52338,-0.00552,R49,HZ,0.627231051,16.03401616,plate4,46.733107,-121.8940187,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52338,46.733107,-121.8940187,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,CSW 3117,6/25/87,United States of America,Washington,Lewis,Ashford,forest road 52,NA,1987,0.65,0.783924206,0.582566466,NA,NA,NA,NA,NA
tohe_plate3_52341,1,M,52341,-121.9150836,46.733107,-121.9150836,46.733107,R49,,14.54008656,415,R49,ad,1,1,0.75,1,0.761308068,1,1,1,0.938913509,TOWA,1987-94,male,6/25/87,196,52341,0.028218885,-0.013332425,tohe_plate3_52341,-0.00531,R49,HZ,0.938913509,14.54008656,plate3,46.733107,-121.9150836,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52341,46.733107,-121.9150836,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,CSW 3120,6/25/87,United States of America,Washington,Lewis,Ashford,forest road 52,NA,1987,1,0.880654034,0.995600186,NA,NA,NA,NA,NA
tohe_plate3_52365,1,M,52365,-121.5471665,46.6857761,-121.5471665,46.6857761,R54,,37.41935432,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,male,6/16/87,197,52365,0.038125268,-0.020690606,tohe_plate3_52365,0.00178,R54,HZ,NA,37.41935432,plate3,46.6857761,-121.5471665,,NA,,,,,NA,NA,NA,NA,NA,26.62,23.94,637.2828,28.87,7.63,13.83,0,0,3,32,0,38,66,2,58,52,4,42,3,0,16,54,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52365,46.6857761,-121.5471665,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,SAR 5206,6/16/87,United States of America,Washington,Lewis,White Pass,forest road 1276,NA,1987,NA,NA,NA,NA,NA,-0.627449892,1.296494439,1.673330278
tohe_plate1_52391,1,M,52391,-121.2896905,46.6387257,-121.2896905,46.6387257,R57,,52.14263817,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,male,6/18/87,13,52391,0.042327666,-0.055455576,tohe_plate1_52391,-0.00842,R57,HZ,NA,52.14263817,plate1,46.6387257,-121.2896905,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52391,46.6387257,-121.2896905,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,SAR 5232,6/18/87,United States of America,Washington,Yakima,White Pass,Clear Creek,NA,1987,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate1_52393,1,M,52393,-121.2949451,46.6387257,-121.2949451,46.6387257,R57,,51.7818958,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,male,6/18/87,14,52393,0.043083402,0.01780371,tohe_plate1_52393,-0.11272,R57,HZ,NA,51.7818958,plate1,46.6387257,-121.2949451,,NA,,,,,NA,NA,NA,NA,NA,25.77,22.39,576.9903,32.54,0,14.53,2,0,4,0,0,2,25,1,27,21,2,22,7,-1,11,61,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52393,46.6387257,-121.2949451,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,SAR 5234,6/18/87,United States of America,Washington,Yakima,White Pass,Clear Creek,NA,1987,NA,NA,NA,NA,NA,-1.638993685,1.11682475,2.003888859
tohe_plate3_52395,1,M,52395,-121.3054543,46.6459642,-121.3054543,46.6459642,R57,,51.41899351,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,male,6/18/87,198,52395,0.057822283,0.001380991,tohe_plate3_52395,0.01138,R57,HZ,NA,51.41899351,plate3,46.6459642,-121.3054543,,NA,,,,,NA,NA,NA,NA,NA,26.74,23.55,629.727,32.93,0,15.16,0,1,4,0,0,2,22,2,25,26,4,26,10,-1,14,40,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52395,46.6459642,-121.3054543,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,SAR 5236,6/18/87,United States of America,Washington,Yakima,White Pass,above Clear Creek,NA,1987,NA,NA,NA,NA,NA,-1.426076872,1.224458743,2.187740302
tohe_plate2_52405,1,M,52405,-121.5419119,46.6749183,-121.5419119,46.6749183,R54,,37.20159599,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,male,6/19/87,104,52405,0.030048528,0.007271808,tohe_plate2_52405,-0.06429,R54,HZ,NA,37.20159599,plate2,46.6749183,-121.5419119,,NA,,,,,NA,NA,NA,NA,NA,30.53,22.88,698.5264,24.3,NA,13.81,0,0,3,28,2,25,44,6,40,46,4,42,13,0,13,40,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52405,46.6749183,-121.5419119,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,SAR 5246,6/19/87,United States of America,Washington,Lewis,White Pass,forest road 46-062,NA,1987,NA,NA,NA,NA,NA,-0.627449892,1.737771512,1.290949148
tohe_plate3_52406,1,M,52406,-121.5681849,46.6785376,-121.5681849,46.6785376,R54,,35.62233885,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,1987-94,male,6/19/87,199,52406,0.031101204,-0.052496793,tohe_plate3_52406,-0.0042,R54,HZ,NA,35.62233885,plate3,46.6785376,-121.5681849,,NA,,,,,NA,NA,NA,NA,NA,30.48,24.18,737.0064,29.62,0,18.58,0,0,3,0,0,2,21,2,25,27,5,28,6,-1,14,52,2,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52406,46.6785376,-121.5681849,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,SAR 5247,6/19/87,United States of America,Washington,Lewis,White Pass,forest road 46,NA,1987,NA,NA,NA,NA,NA,-1.321799821,2.064598145,1.763187612
tohe_plate2_52487,1,M,52487,-121.7147924,46.3618806,-121.7147924,46.3618806,R64,,8.136298321,438,R64,ad,0.15,0,0.2,0,0.615525672,1,0,1,0.370690709,Hybrid,1987-94,male,6/13/87,105,52487,-0.014485667,0.005125112,tohe_plate2_52487,0.03082,R64,HZ,0.370690709,8.136298321,plate2,46.3618806,-121.7147924,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52487,46.3618806,-121.7147924,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,CSW 3075,6/13/87,United States of America,Washington,Skamania,Mount Adams,Cispus River,NA,1987,0.075,0.807762836,0.145572018,NA,NA,NA,NA,NA
tohe_plate1_52499,1,M,52499,-121.9989955,46.4265312,-121.9989955,46.4265312,R61,,-6.859650856,803,R61,im,0.177773889,0.2192256,0.432227906,NA,0.021908912,0.039053762,0.31158472,0.587941147,0.207722589,HEWA,1987-94,male,6/14/87,15,52499,-0.022238182,0.013422628,tohe_plate1_52499,-0.1173,R61,HZ,0.207722589,-6.859650856,plate1,46.4265312,-121.9989955,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,52499,46.4265312,-121.9989955,Emberizidae,Dendroica occidentalis,Hermit Warbler,male,round,CSW 3087,6/14/87,United States of America,Washington,Lewis,Randle,Cispus River,NA,1987,0.198499745,0.030481337,-0.349316314,NA,NA,NA,NA,NA
tohe_plate1_53475,1,M,53475,-122.25,46.62,-122.25,46.62,R47,,-13.73486117,681,R47,im,0.402929875,0.2192256,0.561667984,0.075257221,0.442294695,0.514112208,0.58619202,0.837451914,0.507168909,Hybrid,1987-94,male,6/9/95,16,53475,-0.005742545,0.004656242,tohe_plate1_53475,-0.17379,R47,HZ,0.507168909,-13.73486117,plate1,46.62,-122.25,,NA,,,,,NA,NA,NA,NA,NA,23.67,18.15,429.6105,21.29,NA,10.23,0,0,3,0,1,13,40,5,33,41,4,43,3,0,10,65,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,53475,46.62,-122.25,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,CSW 5167a,6/9/95,United States of America,Washington,Lewis,Morton,,NA,1995,0.311077738,0.478203452,0.361678102,NA,NA,-0.578757167,0.747858595,0.937773824
tohe_plate3_53476,1,M,53476,-122.25,46.62,-122.25,46.62,R47,,-13.73486117,682,R47,im,0.177773889,0.373994485,0.561667984,NA,0.01383642,0.039053762,0.58619202,0.587941147,0.289391278,Hybrid,1987-94,male,6/9/95,200,53476,-0.018481177,0.004133702,tohe_plate3_53476,-0.01588,R47,HZ,0.289391278,-13.73486117,plate3,46.62,-122.25,,NA,,,,,NA,NA,NA,NA,NA,22.29,20.72,461.8488,0,6.73,13.09,0,1,6,25,3,26,34,4,31,42,5,39,1,1,6,47,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,53476,46.62,-122.25,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,CSW 5168a,6/9/95,United States of America,Washington,Lewis,Morton,,NA,1995,0.275884187,0.026445091,-0.06386958,NA,NA,-0.776850525,0.791638608,-0.580651419
