"","Species","pop","sample.id","coords.x1","coords.x2","cells","NORM_6190_AHM","NORM_6190_bFFP","NORM_6190_CMD","NORM_6190_CMI","NORM_6190_cmiJJA","NORM_6190_DD.0","NORM_6190_DD.5","NORM_6190_eFFP","NORM_6190_EMT","NORM_6190_Eref","NORM_6190_FFP","NORM_6190_MAP","NORM_6190_MAT","NORM_6190_MCMT","NORM_6190_MSP","NORM_6190_MWMT","NORM_6190_NFFD","NORM_6190_PAS","NORM_6190_PPT_sm","NORM_6190_PPT_wt","NORM_6190_SHM","NORM_6190_Tave_sm","NORM_6190_Tave_wt","NORM_6190_TD","NORM_6190_Tmax07","NORM_6190_Tmin01","clim.pc1","clim.pc2"
"182","inlandTOWA","Clinton","maddie_plate2_RF28M01",-1794502.206,7201254.439,12029328,340,170,335,-9,-16,996,1056,247,-401,570,77,379,29,-90,191,140,138,139,124,96,732,130,-76,230,215,-136,-721.18033697682,1451.74280012818
"183","inlandTOWA","Pemberton","maddie_plate2_RF29M02",-1885325.799,7138748.998,12285647,71,191,105,140,-4,877,943,255,-374,513,64,1782,27,-69,385,135,140,1003,202,718,351,125,-61,204,196,-112,796.066683112417,572.843406797622
"184","coastalTOWA","Squamish","maddie_plate2_RG01M01",-1965286.018,7080169.954,12521627,41,134,0,328,19,313,992,286,-258,445,152,3587,48,-18,751,134,209,1061,358,1278,178,119,-15,152,170,-41,2053.8709541492,-964.566944686387
"185","coastalTOWA","Squamish","maddie_plate2_RG01M02",-1965442.206,7080274.457,12521627,41,134,0,328,19,313,992,286,-258,445,152,3587,48,-18,751,134,209,1061,358,1278,178,119,-15,152,170,-41,2053.8709541492,-964.566944686387
"186","HZ","R68","silu_plate1_41735",-2043532.376,6715640.109,14007099,76,126,233,171,-16,223,1546,288,-243,683,162,2259,71,-8,309,164,228,429,128,993,530,150,-3,172,228,-35,463.119168646726,-547.459996968261
"187","HZ","R61","silu_plate1_41737",-2025276.787,6733294.073,13933857,101,103,241,132,-17,67,2217,305,-185,812,202,2016,103,25,337,188,288,90,147,863,559,177,34,163,253,-6,-111.880343732651,-808.413785066996
"188","HZ","R73","silu_plate1_49151",-2015985.155,6683104.402,14137367,120,128,377,86,-23,239,1613,286,-247,721,158,1446,73,-9,168,168,223,303,75,721,998,154,-5,177,236,-36,-434.755102974717,-116.386095387348
"189","HZ","R74","silu_plate1_49921",-2019326.144,6679574.205,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"190","HZ","R83","silu_plate1_49960",-2032971.955,6655876.141,14251310,159,116,493,50,-30,137,2233,289,-223,881,173,1258,100,8,148,196,261,111,64,615,1322,186,17,188,276,-26,-1095.31536797277,-403.055042515312
"191","HZ","R83","silu_plate1_49962",-2032971.955,6655876.141,14251310,159,116,493,50,-30,137,2233,289,-223,881,173,1258,100,8,148,196,261,111,64,615,1322,186,17,188,276,-26,-1095.31536797277,-403.055042515312
"192","HZ","R83","silu_plate1_49964",-2032971.955,6655876.141,14251310,159,116,493,50,-30,137,2233,289,-223,881,173,1258,100,8,148,196,261,111,64,615,1322,186,17,188,276,-26,-1095.31536797277,-403.055042515312
"193","HZ","R55","silu_plate1_50855",-1989863.737,6746700.569,13880983,85,139,196,143,-12,236,1299,276,-255,647,137,1918,63,-12,301,149,210,412,138,875,495,138,-4,161,213,-41,362.856560538482,-187.481809617252
"194","HZ","R63","silu_plate1_52320",-2001317.932,6719693.225,13990861,116,105,242,102,-15,194,1763,293,-231,652,188,1544,79,-5,272,176,249,249,112,632,648,163,1,181,228,-30,-230.375908183777,-172.451228274042
"195","HZ","R52","silu_plate1_52323",-2007682.695,6747112.254,13876895,92,139,218,132,-14,181,1591,279,-239,739,140,1917,76,-1,335,165,225,256,155,834,493,153,7,166,235,-33,180.757875940071,-359.141562162909
"196","HZ","R52","silu_plate1_52326",-2006443.72,6747893.736,13876896,94,138,227,129,-15,171,1648,279,-235,768,141,1907,79,2,331,167,229,228,154,826,505,156,10,165,239,-31,129.196633332045,-390.34191943037
"197","HZ","R49","silu_plate1_52336",-2013262.681,6762961.244,13815839,85,144,182,147,-11,204,1435,279,-246,688,135,2003,70,-7,358,157,219,326,167,862,439,145,2,164,223,-37,366.781127232038,-313.054281904734
"198","HZ","R57","silu_plate1_52391",-1975315.465,6735404.843,13925767,168,160,376,39,-21,423,1154,262,-306,649,102,885,49,-35,133,147,167,344,65,406,1104,134,-28,182,219,-69,-660.572736022717,612.171833252821
"199","HZ","R57","silu_plate1_52393",-1975687.528,6735568.043,13925767,168,160,376,39,-21,423,1154,262,-306,649,102,885,49,-35,133,147,167,344,65,406,1104,134,-28,182,219,-69,-660.572736022717,612.171833252821
"200","HZ","R61","silu_plate1_52499",-2035230.776,6735996.245,13925707,99,122,231,127,-15,106,1812,292,-212,779,170,1910,89,15,324,172,257,142,148,814,530,161,22,157,241,-19,12.6423479091884,-515.782671766988
"201","HZ","R47","silu_plate1_53475",-2043959,6763827.658,13811739,102,128,251,120,-16,79,1858,289,-207,814,161,1890,93,22,322,170,258,103,151,817,528,161,30,148,244,-16,-38.5057661452562,-548.720180342462
"202","HZ","R67","silu_plate1_54717",-2012833.919,6709081.831,14031550,94,119,201,129,-13,265,1556,298,-249,619,179,1798,69,-13,316,165,228,407,135,695,522,148,-10,178,213,-38,155.923580125409,-164.959846779238
"203","HZ","R74","silu_plate1_80779",-2019326.144,6679574.205,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"204","HZ","R74","silu_plate1_80812",-2019326.144,6679574.205,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"205","HZ","R52","silu_plate1_84839",-1999766.765,6744916.86,13889113,102,129,253,119,-16,131,1778,286,-221,783,157,1828,86,9,306,171,246,163,143,803,559,161,17,162,243,-24,-37.0892551576634,-437.642012412553
"206","HZ","R52","silu_plate1_84841",-1999766.765,6744916.86,13889113,102,129,253,119,-16,131,1778,286,-221,783,157,1828,86,9,306,171,246,163,143,803,559,161,17,162,243,-24,-37.0892551576634,-437.642012412553
"207","HZ","E1","silu_plate1_PE14W01",-2105322.799,6711528.278,14023317,108,121,249,112,-16,75,1920,297,-200,813,176,1800,95,23,330,172,270,87,145,749,521,162,32,149,244,-13,-127.453408835843,-508.197858333315
"208","HZ","R68","silu_plate1_PE18W01",-2042242.774,6719241.791,13990820,74,126,227,180,-15,199,1579,292,-236,682,166,2351,74,-4,322,165,234,393,131,1054,513,151,1,169,227,-31,513.515968968357,-647.647368452547
"209","HZ","R70-R79_3","silu_plate1_PE20W02",-2052942.973,6685425.894,14129190,72,126,258,191,-19,160,1832,287,-224,809,161,2573,86,4,341,174,246,289,136,1197,510,163,9,170,250,-25,518.896549882564,-975.026234497575
"210","HZ","R70-R79_4","silu_plate1_PE20W08",-2057770.478,6688667.907,14116975,64,128,219,217,-15,191,1695,285,-235,753,157,2800,79,-2,385,169,234,407,160,1307,439,156,3,171,239,-30,825.00100798311,-1029.75014148444
"211","HZ","R79","silu_plate1_PE21W01",-2064222.849,6684831.885,14133248,52,139,170,260,-11,278,1455,277,-261,706,138,3192,67,-14,463,159,206,743,199,1442,344,145,-11,173,229,-43,1365.09741007007,-1087.73629225001
"212","HZ","R79","silu_plate1_PE21W03",-2064281.61,6684344.184,14133248,52,139,170,260,-11,278,1455,277,-261,706,138,3192,67,-14,463,159,206,743,199,1442,344,145,-11,173,229,-43,1365.09741007007,-1087.73629225001
"213","HZ","R81","silu_plate1_PE23W03",-2044236.677,6666656.895,14206528,83,124,275,157,-18,206,1764,290,-238,737,166,2174,81,-5,276,175,241,340,115,1073,634,161,2,180,243,-32,238.251650505238,-658.92134575966
"214","HZ","R81","silu_plate1_PE23W04",-2044334.116,6667013.876,14202458,81,125,250,161,-17,225,1672,289,-242,714,164,2188,77,-8,284,171,235,388,120,1082,601,156,-1,179,237,-34,326.946663302652,-605.060677119082
"215","HZ","R81","silu_plate1_PE23W07",-2044682.384,6666582.237,14206528,83,124,275,157,-18,206,1764,290,-238,737,166,2174,81,-5,276,175,241,340,115,1073,634,161,2,180,243,-32,238.251650505238,-658.92134575966
"216","HZ","R83","silu_plate1_PE24W02",-2031424.09,6656137.916,14247241,153,124,483,52,-30,180,2039,283,-240,846,159,1246,92,0,145,189,243,154,63,612,1307,178,8,189,270,-34,-995.622658635242,-272.438689614446
"217","HZ","R76","silu_plate1_PE25W04",-2025083.278,6670082.811,14190267,127,142,430,69,-27,299,1565,275,-275,762,133,1327,69,-19,149,167,202,351,66,665,1118,155,-13,186,247,-52,-556.040900588489,6.3845950372229
"218","HZ","R79","silu_plate1_PE30W01",-2064222.849,6684831.885,14133248,52,139,170,260,-11,278,1455,277,-261,706,138,3192,67,-14,463,159,206,743,199,1442,344,145,-11,173,229,-43,1365.09741007007,-1087.73629225001
"219","HZ","R84","silu_plate1_PF02W01",-2076726.837,6657414.091,14243126,99,98,238,139,-16,50,2275,311,-171,827,213,2088,106,31,354,186,299,77,151,902,525,175,37,155,253,1,-71.2431811647117,-896.53673986006
"220","HZ","R73","silu_plate1_PF04W03",-2016812.923,6682391.478,14141436,128,132,412,73,-26,245,1643,281,-253,752,149,1359,74,-10,157,169,217,289,69,678,1078,157,-5,179,245,-40,-564.096590691717,-81.3647334963142
"221","HZ","W1","silu_plate1_PF07W01",-2019551.453,6695529.053,14088523,74,116,169,182,-10,222,1608,298,-240,646,182,2338,73,-8,360,167,235,456,160,1003,464,150,-4,175,213,-34,557.642826702235,-604.616760567304
"222","HZ","R67","silu_plate1_PF08W05",-2014496.064,6708419.295,14035618,88,113,198,148,-13,210,1716,301,-235,653,188,2022,76,-6,332,171,242,353,140,813,515,156,-2,177,221,-31,225.509148142512,-439.566085804033
"223","HZ","R64","silu_plate1_PF10W05",-2014620.816,6717347.389,13998988,82,117,206,155,-14,273,1540,289,-247,617,172,2057,68,-15,318,167,228,499,133,864,524,152,-11,182,222,-37,370.761677652946,-345.82250055114
"224","HZ","R62","silu_plate1_PF10W11",-2018230.443,6729198.293,13950144,101,106,240,129,-16,101,2076,302,-198,778,196,1942,97,16,320,186,277,130,142,840,581,175,24,170,251,-12,-99.1828146876704,-672.077883458909
"225","HZ","R63","silu_plate1_PF11W01",-2002092.919,6721553.017,13982720,114,105,242,104,-15,206,1748,292,-232,639,187,1564,78,-7,272,176,247,275,112,656,647,162,-1,183,229,-30,-196.844637635665,-173.489177647966
"226","HZ","R63","silu_plate1_PF11W06",-2002125.201,6721445.658,13982720,114,105,242,104,-15,206,1748,292,-232,639,187,1564,78,-7,272,176,247,275,112,656,647,162,-1,183,229,-30,-196.844637635665,-173.489177647966
"227","HZ","R62","silu_plate1_PF11W08",-2018841.002,6729094.887,13950144,101,106,240,129,-16,101,2076,302,-198,778,196,1942,97,16,320,186,277,130,142,840,581,175,24,170,251,-12,-99.1828146876704,-672.077883458909
"228","HZ","R65","silu_plate1_PF14W02",-2009304.885,6708039.364,14035623,99,121,200,119,-12,281,1480,298,-252,600,177,1671,66,-15,302,162,225,407,127,645,536,143,-12,177,204,-40,96.0842161157206,-34.2531718471974
"229","HZ","R64","silu_plate1_PF16W03",-2014377.838,6716988.141,14003058,91,104,225,145,-15,184,1857,298,-219,672,194,2004,83,-2,312,180,258,285,130,852,577,167,4,182,236,-23,98.6198339561525,-538.599796238478
"230","HZ","W4","silu_plate1_PF17W03",-2020997.749,6719122.709,13990842,70,125,197,187,-14,248,1536,292,-247,643,167,2403,69,-12,351,164,225,538,143,1089,468,149,-8,176,222,-37,657.834901206084,-614.225666820158
"231","HZ","R58","silu_plate1_PF19W02",-2005748.137,6740200.688,13905387,100,132,251,119,-16,166,1691,283,-232,769,151,1808,80,3,304,169,233,217,141,797,556,158,10,166,242,-29,8.21648350747329,-357.647789579763
"232","HZ","R58","silu_plate1_PF19W03",-2003222.09,6736163.61,13921669,98,115,225,131,-15,140,1860,295,-213,744,180,1914,87,8,315,177,259,187,144,843,563,166,15,169,244,-20,6.28890515808549,-525.096218718003
"233","HZ","R52","silu_plate1_PF20W03",-2004810.471,6747860.673,13876898,103,130,253,117,-16,125,1814,285,-220,793,155,1820,88,11,312,173,248,151,145,790,555,163,19,162,245,-23,-60.2689373185639,-449.940151810668
"234","HZ","R52","silu_plate1_PF20W05",-2005287.676,6747377.875,13876897,96,135,234,127,-15,152,1713,281,-230,783,146,1902,83,5,328,169,234,198,154,819,515,159,13,164,242,-28,79.327966835994,-431.703886329044
"235","HZ","R51","silu_plate1_PF20W06",-2005278.614,6747384.894,13876897,96,135,234,127,-15,152,1713,281,-230,783,146,1902,83,5,328,169,234,198,154,819,515,159,13,164,242,-28,79.327966835994,-431.703886329044
"236","HZ","R51","silu_plate1_PF21W02",-2013345.533,6750383.359,13864679,78,146,154,159,-8,249,1295,276,-260,658,130,2089,62,-14,390,151,204,459,183,884,388,137,-7,165,214,-44,563.989911640631,-256.652231114307
"237","HZ","R51","silu_plate1_PF21W07",-2013462.432,6752569.301,13856539,75,151,148,163,-7,268,1226,274,-266,631,123,2116,58,-17,394,147,195,521,185,897,373,134,-10,164,210,-47,643.6375398336,-222.944302848506
"238","HZ","R49","silu_plate1_PF22W04",-2013839.389,6764143.71,13807699,88,139,186,144,-11,185,1533,283,-236,710,144,1997,75,-2,358,161,231,265,167,858,450,149,7,163,226,-31,294.179281106525,-373.559692664293
"239","HZ","R50","silu_plate1_PF22W09",-2009317.578,6761015.73,13819913,82,145,167,153,-9,218,1358,278,-251,665,133,2035,66,-9,368,153,214,370,170,872,416,141,-1,162,216,-39,451.927938055639,-281.746687052063
"240","HZ","R54","silu_plate1_PF24W03",-1987078.585,6749000.175,13868775,86,137,196,145,-12,212,1376,279,-246,654,142,1953,67,-8,308,153,221,362,142,887,497,142,0,161,218,-37,336.696359658916,-265.290371424437
"241","HZ","R55","silu_plate1_PF24W07",-1986177.327,6746116.578,13880986,82,144,178,148,-10,243,1230,275,-259,631,131,1941,60,-13,317,145,205,442,143,848,457,134,-6,158,206,-43,436.947960367435,-146.914473186788
"242","HZ","R54","silu_plate1_PF24W09",-1990949.586,6748741.111,13872842,93,130,229,133,-14,183,1564,284,-232,701,154,1891,76,-1,293,162,237,258,134,870,554,151,7,163,229,-29,144.075772767612,-350.207545747947
"243","HZ","R57","silu_plate1_PF26W02",-1973774.246,6735342.527,13925769,156,148,369,50,-22,313,1389,271,-284,680,123,1041,62,-23,159,159,193,281,76,464,997,147,-15,182,230,-57,-622.329160697932,345.185767143641
"244","HZ","R56","silu_plate1_PF26W08",-1985923.69,6738955.041,13913547,75,158,153,152,-7,356,929,267,-287,534,109,1918,44,-26,328,130,172,697,144,779,397,116,-20,156,186,-57,671.492739789709,129.839326673466
"245","HZ","R56","silu_plate1_PG04W03",-1984124.703,6739601.901,13909478,71,165,147,157,-7,442,813,262,-298,507,97,1944,38,-31,333,124,159,831,144,770,373,109,-26,155,180,-63,800.862512817696,236.866824690013
"246","inlandHEWA","CA04","silu_plate1_QE10W03",-2262410.579,6162192.47,16257590,199,135,738,-15,-51,103,2384,268,-272,1188,133,1036,106,15,109,202,213,65,40,480,1852,190,25,187,317,-51,-1706.34125639191,-451.956565984018
"247","inlandHEWA","CA04","silu_plate1_QE10W05",-2261691.567,6163393.89,16253521,205,130,742,-16,-51,89,2490,273,-262,1192,143,1026,110,19,108,204,225,56,39,476,1897,192,29,185,318,-46,-1784.39497778605,-510.484960873964
"248","inlandHEWA","CA04","silu_plate1_QE10W07",-2269525.718,6163714.792,16253513,268,126,744,-31,-47,54,2586,286,-233,1150,160,801,115,30,99,210,248,32,37,365,2132,198,37,180,313,-30,-2114.23235841609,-453.389844828168
"249","inlandHEWA","CA05","silu_plate1_QE11W02",-2298537.362,6153234.003,16294184,180,73,737,3,-54,8,3873,326,-149,1278,253,1414,154,63,139,246,323,13,43,662,1772,236,71,183,343,10,-2009.42917866292,-1449.50191860043
"250","inlandHEWA","CA06","silu_plate1_QE15W02",-2280458.667,5932022.158,17193672,158,111,628,39,-42,16,2806,311,-177,1093,200,1418,124,51,102,222,288,32,31,694,2185,208,54,171,301,-2,-1784.30277727403,-1036.43538625298
"251","inlandHEWA","CA06","silu_plate1_QE15W03",-2280999.009,5931970.09,17197742,159,108,630,38,-43,14,2885,313,-172,1099,205,1424,126,53,103,223,292,29,32,696,2165,210,56,170,303,0,-1801.37145427289,-1074.18062609474
"252","inlandHEWA","CA09","silu_plate1_QE19W03",-2256922.645,5704854.171,18121656,256,115,750,-21,-46,16,2965,310,-185,1167,195,893,129,52,65,231,283,18,17,445,3528,215,56,179,310,-7,-2982.27538335617,-977.580180559137
"253","coastalHEWA","CA12","silu_plate1_QE23W03",-2496404.199,6058534.329,16680636,205,71,581,25,-26,3,2857,326,-118,1004,255,1105,126,82,58,171,331,7,15,583,2938,164,87,89,233,28,-2422.43819670736,-991.418822394728
"254","coastalHEWA","CA12","silu_plate1_QE24W02",-2501883.475,6062499.886,16664351,201,61,486,36,-20,2,2685,331,-106,904,270,1098,121,85,61,159,336,6,16,571,2596,153,88,74,206,34,-2146.43743020745,-837.53960703204
"255","coastalHEWA","OR03","silu_plate1_QF01W01",-2389829.388,6439152.164,15130073,72,65,202,234,-11,5,2644,338,-99,840,273,3055,120,71,391,179,336,30,158,1375,458,169,76,108,235,36,464.327078413708,-1789.35847215592
"256","inlandHEWA","OR07","silu_plate1_QF05W01",-2215032.5,6357375.27,15463987,160,166,499,29,-33,258,1493,260,-301,884,94,1055,69,-13,158,162,167,221,67,449,1024,149,-6,175,258,-66,-745.242566857123,230.47818828271
"257","inlandHEWA","OR07","silu_plate1_QF05W02",-2215338.162,6357266.655,15463987,160,166,499,29,-33,258,1493,260,-301,884,94,1055,69,-13,158,162,167,221,67,449,1024,149,-6,175,258,-66,-745.242566857123,230.47818828271
"258","inlandHEWA","OR07","silu_plate1_QF05W03",-2214102.076,6356753.635,15468058,197,173,579,4,-37,290,1418,246,-323,906,73,833,65,-20,119,159,144,207,54,368,1336,146,-11,179,264,-79,-1056.28738066358,378.074383143698
"259","coastalHEWA","OR08","silu_plate1_QF09W03",-2315075.726,6521473.135,14796407,105,101,314,128,-17,10,2290,316,-148,857,215,2008,110,59,246,168,310,30,95,919,684,157,65,109,227,14,-265.662776566432,-928.778099702735
"260","inlandHEWA","OR09","silu_plate1_QF10W03",-2106622.112,6520419.161,14800686,328,157,625,-25,-37,202,1660,260,-267,887,103,543,78,-4,92,170,190,81,46,239,1858,160,3,174,271,-47,-1697.68371419399,318.189669699485
"261","HZ","OR11","silu_plate1_QF12W02",-2045312.768,6612926.403,14426307,106,123,220,109,-13,284,1533,298,-251,618,175,1585,68,-6,252,165,227,388,122,698,656,146,-12,171,210,-34,-50.6802895236073,-46.6864289833228
"262","HZ","R82","silu_plate1_QF13W01",-2089776.389,6686115.505,14125083,96,108,248,141,-17,50,2221,306,-180,852,198,2142,105,31,361,183,291,76,160,929,506,173,38,152,258,-3,-7.1738983317395,-910.433058355014
"263","HZ","R69","silu_plate1_QF15W04",-2097379.411,6741802.834,13901225,103,124,234,119,-16,67,1930,294,-198,831,170,1894,96,25,357,171,269,81,164,776,479,162,35,146,248,-11,-45.6342897483696,-574.486043853393
"264","HZ","R69","silu_plate1_QF15W05",-2097104.434,6741955.005,13901225,103,124,234,119,-16,67,1930,294,-198,831,170,1894,96,25,357,171,269,81,164,776,479,162,35,146,248,-11,-45.6342897483696,-574.486043853393
"265","HZ","R28","silu_plate1_QF16W03",-2130922.326,6755033.482,13844212,114,102,239,113,-13,45,2095,309,-174,771,207,1766,102,33,295,173,297,58,133,761,587,163,42,140,230,1,-260.643494534355,-599.449458140907
"266","HZ","R85","silu_plate1_QF18W01",-2163492.32,6735816.941,13925579,92,111,241,153,-14,49,2024,302,-182,798,191,2182,100,32,313,172,286,83,140,997,550,162,39,140,234,-3,80.2800550383709,-868.784363054555
"267","HZ","R86","silu_plate1_QF18W07",-2171222.903,6699305.762,14072091,90,120,274,153,-15,73,1714,307,-188,722,187,2088,88,23,237,168,274,141,103,965,709,153,29,145,221,-6,60.0551882229202,-671.193614079952
"268","HZ","R86","silu_plate1_QF19W02",-2169821.167,6699247.979,14072093,91,121,293,148,-17,79,1719,306,-191,731,185,2055,88,22,225,168,272,142,98,953,746,154,28,146,225,-8,11.0330843268446,-654.762335432283
"269","HZ","OR19","silu_plate1_QF21W04",-2226353.228,6681196.489,14145296,80,99,154,188,-6,14,2015,315,-142,768,216,2516,102,54,399,156,309,48,180,1099,391,147,58,102,211,17,402.421308002161,-1087.0799749083
"270","coastalHEWA","OR20","silu_plate1_QF22W04",-2269608.204,6607371.529,14446433,100,80,209,147,-10,8,2284,326,-120,774,246,2110,110,63,296,161,325,27,125,939,543,152,68,98,210,27,-86.6233952524505,-960.50827635613
"271","HZ","OR24","silu_plate1_QF26W01",-2085951.483,6629637.746,14357077,96,104,191,142,-11,50,2126,312,-173,810,208,2097,102,31,434,180,294,76,192,821,415,169,38,149,247,1,61.5014492456619,-791.829066323472
"272","HZ","OR24","silu_plate1_QF26W04",-2085808.056,6629493.554,14357077,96,104,191,142,-11,50,2126,312,-173,810,208,2097,102,31,434,180,294,76,192,821,415,169,38,149,247,1,61.5014492456619,-791.829066323472
"273","HZ","R69","silu_plate1_QF29W01",-2092190.793,6737785.867,13917510,101,120,231,125,-15,60,2008,298,-192,835,178,1962,99,28,364,173,277,75,167,806,475,165,38,145,250,-8,-29.523385511115,-662.172673303489
"274","HZ","OR14","silu_plate1_QG01W01",-2167725.503,6751463.913,13860455,62,118,143,256,-5,45,1891,301,-173,780,183,3184,96,33,475,163,285,119,211,1446,343,154,40,130,224,2,969.677203021416,-1482.12410205097
"275","HZ","OR14","silu_plate1_QG01W03",-2168994.643,6751369.685,13860454,63,118,148,248,-6,43,1884,301,-173,779,183,3114,96,34,464,162,285,115,205,1414,349,153,41,128,224,1,917.985710933589,-1431.84914482858
"276","HZ","OR18","silu_plate1_QG03W02",-2138124.409,6724632.052,13970374,138,123,370,74,-20,59,1936,293,-200,824,170,1425,96,28,198,169,269,63,87,649,855,159,36,141,237,-12,-610.478825333174,-343.082916209329
"277","inlandTOWA","R39","silu_plate1_QG09W04",-1931686.911,6773453.259,13771151,104,156,308,96,-18,427,1153,264,-301,623,108,1426,49,-35,179,145,176,570,79,698,811,132,-28,180,212,-65,-36.6689620647619,288.259351139068
"278","inlandTOWA","MT01","silu_plate1_QG12W01",-1481288.833,6762750.482,13816371,236,156,425,-2,-28,617,1456,251,-352,742,95,652,54,-60,199,169,158,243,113,228,849,158,-46,229,262,-103,-812.147800104561,815.925047854466
"279","inlandTOWA","MT02","silu_plate1_QG13W03",-1429091.54,6763699.739,13812353,243,161,413,-7,-27,748,1404,245,-375,720,84,608,48,-72,230,167,145,230,138,185,727,155,-58,239,267,-121,-731.238890712349,980.542495855318
"280","HZ","R61","silu_plate2_41736",-2034953.727,6733639.821,13933848,93,110,232,145,-16,76,2051,302,-192,795,192,2128,98,23,345,180,280,110,148,907,521,170,30,157,249,-9,57.7561726967158,-797.454664760761
"281","inlandTOWA","John Day, OR","silu_plate2_49095",-1921714.728,6390243.144,15329971,399,172,628,-40,-38,483,1333,236,-363,842,64,386,54,-42,122,160,125,121,67,124,1315,146,-34,202,273,-101,-1321.44365251844,871.801691490788
"282","inlandTOWA","John Day, OR","silu_plate2_49096",-1921714.728,6390243.144,15329971,399,172,628,-40,-38,483,1333,236,-363,842,64,386,54,-42,122,160,125,121,67,124,1315,146,-34,202,273,-101,-1321.44365251844,871.801691490788
"283","HZ","R74","silu_plate2_49922",-2019326.144,6679574.205,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"284","HZ","R74","silu_plate2_49924",-2019326.144,6679574.205,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"285","coastalTOWA","Queen Charlotte Is., BC","silu_plate2_50296",-2254236.342,7811317.154,9546168,110,110,6,123,9,81,1221,301,-191,440,191,1567,73,21,434,135,277,97,224,496,311,124,27,114,162,-7,185.343768231338,91.9082556817261
"286","coastalTOWA","N. Vancouver Island, BC","silu_plate2_50747",-2137107.969,7355926.36,11402205,82,98,25,182,6,57,1451,310,-164,527,212,2217,82,29,482,145,296,105,234,798,301,135,33,116,183,6,529.862591146329,-500.866207697978
"287","coastalTOWA","N. Vancouver Island, BC","silu_plate2_50757",-2137107.969,7355926.36,11402205,82,98,25,182,6,57,1451,310,-164,527,212,2217,82,29,482,145,296,105,234,798,301,135,33,116,183,6,529.862591146329,-500.866207697978
"288","HZ","R54","silu_plate2_50895",-1991637.784,6749708.539,13868771,95,133,239,127,-15,189,1520,281,-238,703,148,1824,74,-3,283,160,230,272,129,837,566,149,5,163,229,-32,110.59515277413,-279.505251815202
"289","HZ","R52","silu_plate2_52327",-2006072.895,6747728.094,13876896,94,138,227,129,-15,171,1648,279,-235,768,141,1907,79,2,331,167,229,228,154,826,505,156,10,165,239,-31,129.196633332045,-390.34191943037
"290","HZ","R52","silu_plate2_52334",-2005702.055,6747562.482,13876897,96,135,234,127,-15,152,1713,281,-230,783,146,1902,83,5,328,169,234,198,154,819,515,159,13,164,242,-28,79.327966835994,-431.703886329044
"291","HZ","R54","silu_plate2_52405",-1991512.815,6746986.996,13880981,92,130,222,135,-14,181,1575,284,-232,702,154,1914,76,-1,302,163,238,256,139,873,540,152,8,164,230,-29,163.466232948586,-367.952178702535
"292","HZ","R64","silu_plate2_52487",-2018051.597,6720313.931,13986774,88,98,232,162,-16,109,2137,309,-192,744,211,2243,98,14,334,189,284,164,138,984,566,177,21,175,246,-10,107.225454489109,-901.938559931209
"293","inlandTOWA","Fairbanks, AK","silu_plate2_53593",-2153187.453,9282876.142,3559299,215,143,123,6,-4,2605,1090,249,-511,347,106,363,-22,-195,237,155,138,130,181,51,655,140,-180,350,209,-241,-394.819283504523,2447.80585773616
"294","coastalTOWA","Valdez, AK","silu_plate2_53834",-2401356.491,8915447.467,5052741,30,191,0,198,28,2140,320,217,-487,263,26,2129,-37,-161,742,83,82,1533,393,591,112,70,-141,244,133,-210,1815.0668388327,1537.29552253239
"295","coastalTOWA","Valdez, AK","silu_plate2_53844",-2401356.491,8915447.467,5052741,30,191,0,198,28,2140,320,217,-487,263,26,2129,-37,-161,742,83,82,1533,393,591,112,70,-141,244,133,-210,1815.0668388327,1537.29552253239
"296","inlandHEWA","Placerville/Nevada City, CA","silu_plate2_66143",-2301925.918,5925042.553,17222141,233,80,773,-16,-50,6,3612,326,-146,1218,246,1058,147,67,69,242,320,10,19,521,3519,229,73,175,330,12,-3124.60596245778,-1395.79665568621
"297","inlandHEWA","Pinehurst, CA","silu_plate2_66150",-2220220.926,5637030.941,18394382,176,165,513,31,-30,168,1318,272,-276,869,107,937,65,3,79,153,182,227,18,484,1926,140,4,150,224,-51,-1269.56912375395,147.932030778021
"298","inlandHEWA","Pinehurst, CA","silu_plate2_66151",-2220220.926,5637030.941,18394382,176,165,513,31,-30,168,1318,272,-276,869,107,937,65,3,79,153,182,227,18,484,1926,140,4,150,224,-51,-1269.56912375395,147.932030778021
"299","inlandHEWA","Pinehurst, CA","silu_plate2_66152",-2220220.926,5637030.941,18394382,176,165,513,31,-30,168,1318,272,-276,869,107,937,65,3,79,153,182,227,18,484,1926,140,4,150,224,-51,-1269.56912375395,147.932030778021
