"","Species","pop","sample.id","coords.x1","coords.x2","cells","NORM_6190_AHM","NORM_6190_bFFP","NORM_6190_CMD","NORM_6190_CMI","NORM_6190_cmiJJA","NORM_6190_DD.0","NORM_6190_DD.5","NORM_6190_eFFP","NORM_6190_EMT","NORM_6190_Eref","NORM_6190_FFP","NORM_6190_MAP","NORM_6190_MAT","NORM_6190_MCMT","NORM_6190_MSP","NORM_6190_MWMT","NORM_6190_NFFD","NORM_6190_PAS","NORM_6190_PPT_sm","NORM_6190_PPT_wt","NORM_6190_SHM","NORM_6190_Tave_sm","NORM_6190_Tave_wt","NORM_6190_TD","NORM_6190_Tmax07","NORM_6190_Tmin01","clim.pc1","clim.pc2"
"417","HZ","R70-R79_5","silu_plate3_PE20W07",-2060308.202,6683055.949,14137322,64,130,229,218,-17,187,1743,282,-237,783,152,2844,81,-1,391,170,232,394,165,1313,435,159,3,171,246,-31,827.164024483993,-1083.57500993111
"418","HZ","R76","silu_plate3_PE25W07",-2024812.387,6670127.794,14190268,142,137,475,56,-30,251,1756,278,-263,800,141,1250,78,-12,140,176,216,251,62,627,1259,164,-4,188,259,-46,-809.840166976658,-89.154928126906
"419","HZ","R75","silu_plate3_PE26W01",-2025274.934,6676259.525,14165847,148,133,486,53,-29,223,1801,280,-251,810,147,1222,81,-7,137,177,222,217,61,614,1290,165,-1,184,260,-40,-881.113052310535,-116.653535596972
"420","HZ","R75","silu_plate3_PE26W02",-2025274.934,6676259.525,14165847,148,133,486,53,-29,223,1801,280,-251,810,147,1222,81,-7,137,177,222,217,61,614,1290,165,-1,184,260,-40,-881.113052310535,-116.653535596972
"421","HZ","R71","silu_plate3_PE27W01",-2033370.626,6697925.761,14080369,78,113,165,173,-10,200,1702,298,-231,663,185,2279,77,-4,389,172,244,361,171,870,443,156,0,176,222,-29,446.954389634121,-592.75109509317
"422","HZ","R70-R79_1","silu_plate3_PE29W03",-2056702.674,6680726.75,14149536,72,123,293,196,-22,123,2023,286,-216,865,163,2712,94,11,326,181,256,230,135,1273,555,171,16,170,263,-21,477.720275435108,-1202.89414653113
"423","HZ","R73","silu_plate3_PF04W01",-2016814.193,6682303.433,14141436,128,132,412,73,-26,245,1643,281,-253,752,149,1359,74,-10,157,169,217,289,69,678,1078,157,-5,179,245,-40,-564.096590691717,-81.3647334963142
"424","HZ","R73","silu_plate3_PF04W06",-2016790.115,6682175.865,14141436,128,132,412,73,-26,245,1643,281,-253,752,149,1359,74,-10,157,169,217,289,69,678,1078,157,-5,179,245,-40,-564.096590691717,-81.3647334963142
"425","HZ","R73","silu_plate3_PF04W07",-2016790.115,6682175.865,14141436,128,132,412,73,-26,245,1643,281,-253,752,149,1359,74,-10,157,169,217,289,69,678,1078,157,-5,179,245,-40,-564.096590691717,-81.3647334963142
"426","HZ","R74","silu_plate3_PF05W03",-2019144.39,6679485.1,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"427","HZ","R74","silu_plate3_PF05W06",-2018952.278,6679136.621,14153644,153,136,506,46,-31,225,1815,276,-255,825,140,1180,81,-8,132,179,218,212,59,593,1351,167,-1,187,267,-42,-955.878037100413,-103.499896869395
"428","HZ","R65","silu_plate3_PF08W07",-2009856.407,6709914.752,14031553,101,118,206,117,-13,267,1531,297,-249,606,179,1659,68,-14,299,164,229,380,125,643,548,147,-10,178,209,-38,50.0701625292881,-62.4753671762439
"429","HZ","R64","silu_plate3_PF10W03",-2014567.317,6717239.885,13998988,82,117,206,155,-14,273,1540,289,-247,617,172,2057,68,-15,318,167,228,499,133,864,524,152,-11,182,222,-37,370.761677652946,-345.82250055114
"430","HZ","R62","silu_plate3_PF10W10",-2018247.191,6729371.96,13950144,101,106,240,129,-16,101,2076,302,-198,778,196,1942,97,16,320,186,277,130,142,840,581,175,24,170,251,-12,-99.1828146876704,-672.077883458909
"431","HZ","btw R64 and R63","silu_plate3_PF11W07",-2008605.942,6717096.169,13998994,121,102,246,97,-16,191,1868,296,-225,665,194,1516,83,-4,281,182,255,221,113,610,648,168,2,186,234,-27,-300.49501695945,-201.841953179386
"432","HZ","R73","silu_plate3_PF12W01",-2016812.923,6682391.478,14141436,128,132,412,73,-26,245,1643,281,-253,752,149,1359,74,-10,157,169,217,289,69,678,1078,157,-5,179,245,-40,-564.096590691717,-81.3647334963142
"433","HZ","W4","silu_plate3_PF17W02",-2020997.749,6719122.709,13990842,70,125,197,187,-14,248,1536,292,-247,643,167,2403,69,-12,351,164,225,538,143,1089,468,149,-8,176,222,-37,657.834901206084,-614.225666820158
"434","HZ","R61","silu_plate3_PF18W06",-2030941.123,6733521.278,13933852,87,128,219,148,-15,149,1676,288,-227,753,160,2091,81,6,344,167,241,228,147,890,486,155,12,161,234,-26,249.336821204931,-538.080242296936
"435","HZ","R51","silu_plate3_PF21W06",-2011502.256,6752057.977,13856541,74,149,151,167,-8,256,1264,275,-263,655,126,2168,60,-15,399,149,200,499,184,912,373,136,-8,164,213,-45,650.801166080536,-286.438830841726
"436","HZ","R48","silu_plate3_PF23W02",-2016033.287,6768670.103,13791416,83,155,165,141,-9,261,1189,270,-266,656,115,1901,58,-15,358,144,191,452,170,799,402,131,-8,159,210,-47,463.792239792683,-71.352630659769
"437","HZ","R50","silu_plate3_PF23W06",-2014908.68,6768431.405,13791418,79,149,160,155,-8,234,1277,274,-257,660,125,2049,62,-11,376,148,204,418,176,870,394,136,-4,159,213,-42,523.16652255042,-235.255917754478
"438","HZ","R57","silu_plate3_PG04W01",-1973774.246,6735342.527,13925769,156,148,369,50,-22,313,1389,271,-284,680,123,1041,62,-23,159,159,193,281,76,464,997,147,-15,182,230,-57,-622.329160697932,345.185767143641
"439","inlandHEWA","CA10","silu_plate3_QE20W01",-2234348.636,5483761.245,19021148,301,137,733,-28,-42,36,2124,291,-219,1092,154,672,102,38,52,196,240,36,19,347,3737,180,37,158,281,-22,-2909.53546547032,-464.596188545599
"440","inlandHEWA","CA10","silu_plate3_QE21W04",-2235066.614,5482797.064,19025217,302,139,733,-29,-42,39,2070,289,-225,1087,150,658,99,36,51,194,235,39,18,341,3789,178,35,158,279,-25,-2925.23450621857,-436.773006991921
"441","coastalHEWA","CA12","silu_plate3_QE23W01",-2489755.963,6058593.939,16680643,194,102,733,8,-41,5,2946,308,-151,1169,206,1174,128,71,61,190,309,10,15,617,3104,183,77,119,286,12,-2545.0073511347,-1123.87197005743
"442","coastalHEWA","CA12","silu_plate3_QE24W03",-2502957.616,6063004.921,16660280,197,67,468,39,-20,3,2562,328,-111,886,261,1109,118,82,64,155,332,7,17,571,2431,149,86,73,201,31,-1995.91294560316,-756.866806909535
"443","inlandHEWA","OR07","silu_plate3_QF05W04",-2214102.076,6356753.635,15468058,197,173,579,4,-37,290,1418,246,-323,906,73,833,65,-20,119,159,144,207,54,368,1336,146,-11,179,264,-79,-1056.28738066358,378.074383143698
"444","inlandHEWA","OR09","silu_plate3_QF10W01",-2106622.112,6520419.161,14800686,328,157,625,-25,-37,202,1660,260,-267,887,103,543,78,-4,92,170,190,81,46,239,1858,160,3,174,271,-47,-1697.68371419399,318.189669699485
"445","inlandHEWA","OR09","silu_plate3_QF10W04",-2106523.076,6522109.404,14792546,311,156,608,-21,-36,192,1672,263,-261,878,107,572,78,-3,97,170,196,81,48,251,1746,160,4,173,269,-44,-1617.17676568983,306.869397556935
"446","inlandHEWA","OR09","silu_plate3_QF10W07",-2103519.663,6523481.335,14788479,396,156,663,-36,-38,194,1707,261,-263,895,105,455,80,-3,78,173,195,64,41,203,2216,162,4,176,274,-46,-1990.7251101057,288.608066850844
"447","inlandHEWA","OR10","silu_plate3_QF11W01",-2111085.843,6565560.408,14617531,103,130,307,114,-21,98,1856,290,-207,842,160,1852,90,17,293,175,253,141,131,812,598,164,22,158,253,-16,-104.031727128782,-527.292717658008
"448","HZ","OR11","silu_plate3_QF12W01",-2046147.528,6611823.185,14430376,96,125,190,123,-11,322,1416,295,-259,599,170,1698,63,-10,268,158,219,481,131,757,589,140,-16,168,203,-37,151.53667751739,-33.5185417012814
"449","HZ","OR11","silu_plate3_QF12W03",-2045238.947,6613445.39,14422237,101,122,211,117,-13,263,1584,299,-247,624,177,1679,70,-4,265,167,230,380,129,730,629,149,-9,171,213,-31,3.33639243704085,-141.673986500115
"450","HZ","R82","silu_plate3_QF13W02",-2099378.646,6688224.768,14116933,143,111,317,70,-19,44,2155,300,-183,854,189,1424,103,34,277,177,286,45,128,581,638,168,41,143,251,-4,-574.921282557695,-395.165736063705
"451","HZ","R86","silu_plate3_QF18W08",-2169976.532,6698486.206,14076163,92,118,289,149,-16,70,1774,309,-185,736,191,2068,90,24,232,170,278,126,101,950,733,156,31,146,226,-5,-0.568476786650861,-691.202512610455
"452","HZ","R86","silu_plate3_QF19W04",-2170158.333,6698544.348,14076162,90,119,276,153,-16,72,1737,308,-187,727,189,2097,89,24,239,168,275,136,104,963,703,154,29,144,223,-6,57.279120356826,-686.636383463977
"453","BTYW","Kalama","silu_plate3_QF20W01",-2107174.698,6722233.682,13978545,134,103,295,83,-18,37,2288,310,-170,850,207,1552,108,37,299,181,300,40,132,632,606,173,47,144,254,2,-518.538063847555,-542.792949939786
"454","HZ","OR19","silu_plate3_QF21W03",-2226353.228,6681196.489,14145296,80,99,154,188,-6,14,2015,315,-142,768,216,2516,102,54,399,156,309,48,180,1099,391,147,58,102,211,17,402.421308002161,-1087.0799749083
"455","HZ","OR19","silu_plate3_QF21W06",-2224759.467,6680650.849,14149368,88,87,166,170,-7,10,2233,322,-126,787,235,2361,108,59,389,163,319,34,177,1013,419,153,64,104,219,23,187.158139064409,-1080.65555203992
"456","coastalHEWA","OR20","silu_plate3_QF22W01",-2270914.822,6607027.498,14446432,102,76,202,143,-9,7,2307,327,-116,767,251,2064,110,65,297,160,328,24,127,912,539,152,70,95,208,29,-123.627617561501,-936.045125949859
"457","coastalHEWA","OR20","silu_plate3_QF22W02",-2270621.828,6607319.309,14446432,102,76,202,143,-9,7,2307,327,-116,767,251,2064,110,65,297,160,328,24,127,912,539,152,70,95,208,29,-123.627617561501,-936.045125949859
"458","coastalHEWA","OR20","silu_plate3_QF22W06",-2269584.52,6607093.641,14446433,100,80,209,147,-10,8,2284,326,-120,774,246,2110,110,63,296,161,325,27,125,939,543,152,68,98,210,27,-86.6233952524505,-960.50827635613
"459","HZ","OR25","silu_plate3_QG02W01",-2180901.437,6743447.294,13893002,56,125,124,282,-3,45,1669,296,-181,749,171,3422,89,33,483,153,274,153,214,1601,317,143,38,120,212,-2,1253.52320592721,-1555.89957443817
"460","HZ","OR18","silu_plate3_QG03W01",-2142961.486,6733416.209,13933740,135,110,334,83,-18,50,2059,304,-182,798,194,1489,100,31,217,174,288,56,94,670,801,164,39,143,236,-3,-577.355139988904,-435.689818259232
"461","HZ","OR18","silu_plate3_QG03W03",-2137219.476,6723913.35,13974445,134,122,368,78,-20,56,1956,294,-198,825,172,1473,97,29,199,170,271,62,88,676,856,159,37,141,238,-11,-586.019617861908,-389.905602520322
"462","HZ","R40","silu_plate3_QG09W02",-1978928.041,6788091.616,13710054,90,147,170,132,-9,210,1319,268,-252,694,121,1859,66,-7,381,148,206,300,182,725,389,139,1,155,222,-39,328.642327238804,-128.463579354443
"463","inlandTOWA","MT02","silu_plate3_QG13W04",-1429043.816,6764201.26,13808283,239,161,405,-5,-26,755,1387,245,-375,714,84,616,47,-72,230,165,145,237,138,188,716,154,-58,237,265,-121,-708.119228036836,989.657696842472
"464","HZ","R61","silu_plate4_41738",-2035157.808,6734178.249,13929777,94,121,224,137,-15,111,1811,293,-211,771,172,2006,88,14,334,172,258,156,149,856,515,161,21,158,241,-18,93.7437289184992,-575.722031884754
"465","HZ","R68","silu_plate4_41739",-2041370.576,6716450.164,14003031,77,120,236,173,-16,184,1681,294,-229,701,174,2299,78,-1,312,169,243,343,129,1030,541,156,4,170,232,-28,401.601254420413,-676.101491868928
"466","HZ","R84","silu_plate4_49138",-2074666.874,6660253.149,14230918,75,115,189,189,-12,88,1956,299,-196,802,184,2575,94,19,444,176,272,162,193,1081,396,165,24,157,245,-11,497.745021843548,-1031.73832354006
"467","HZ","R84","silu_plate4_49140",-2074666.874,6660253.149,14230918,75,115,189,189,-12,88,1956,299,-196,802,184,2575,94,19,444,176,272,162,193,1081,396,165,24,157,245,-11,497.745021843548,-1031.73832354006
"468","HZ","R75","silu_plate4_49903",-2025032.006,6676755.7,14165847,148,133,486,53,-29,223,1801,280,-251,810,147,1222,81,-7,137,177,222,217,61,614,1290,165,-1,184,260,-40,-881.113052310535,-116.653535596972
"469","HZ","R74","silu_plate4_49918",-2019326.144,6679574.205,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"470","coastalTOWA","Queen Charlotte Is., BC","silu_plate4_50271",-2254236.342,7811317.154,9546168,110,110,6,123,9,81,1221,301,-191,440,191,1567,73,21,434,135,277,97,224,496,311,124,27,114,162,-7,185.343768231338,91.9082556817261
"471","coastalTOWA","N. Vancouver Island, BC","silu_plate4_50765",-2137107.969,7355926.36,11402205,82,98,25,182,6,57,1451,310,-164,527,212,2217,82,29,482,145,296,105,234,798,301,135,33,116,183,6,529.862591146329,-500.866207697978
"472","HZ","R54","silu_plate4_50896",-1991637.784,6749708.539,13868771,95,133,239,127,-15,189,1520,281,-238,703,148,1824,74,-3,283,160,230,272,129,837,566,149,5,163,229,-32,110.59515277413,-279.505251815202
"473","HZ","R49","silu_plate4_52338",-2013670.589,6764035.391,13807699,88,139,186,144,-11,185,1533,283,-236,710,144,1997,75,-2,358,161,231,265,167,858,450,149,7,163,226,-31,294.179281106525,-373.559692664293
"474","inlandTOWA","Fairbanks, AK","silu_plate4_53589",-2153187.453,9282876.142,3559299,215,143,123,6,-4,2605,1090,249,-511,347,106,363,-22,-195,237,155,138,130,181,51,655,140,-180,350,209,-241,-394.819283504523,2447.80585773616
"475","HZ","R67","silu_plate4_54715",-2012833.919,6709081.831,14031550,94,119,201,129,-13,265,1556,298,-249,619,179,1798,69,-13,316,165,228,407,135,695,522,148,-10,178,213,-38,155.923580125409,-164.959846779238
"476","inlandHEWA","Placerville/Nevada City, CA","silu_plate4_66144",-2301925.918,5925042.553,17222141,233,80,773,-16,-50,6,3612,326,-146,1218,246,1058,147,67,69,242,320,10,19,521,3519,229,73,175,330,12,-3124.60596245778,-1395.79665568621
"477","inlandHEWA","Placerville/Nevada City, CA","silu_plate4_66145",-2301925.918,5925042.553,17222141,233,80,773,-16,-50,6,3612,326,-146,1218,246,1058,147,67,69,242,320,10,19,521,3519,229,73,175,330,12,-3124.60596245778,-1395.79665568621
"478","inlandHEWA","Placerville/Nevada City, CA","silu_plate4_66146",-2301925.918,5925042.553,17222141,233,80,773,-16,-50,6,3612,326,-146,1218,246,1058,147,67,69,242,320,10,19,521,3519,229,73,175,330,12,-3124.60596245778,-1395.79665568621
"479","coastalHEWA","Willits, CA","silu_plate4_66157",-2467857.881,6000038.094,16916725,229,82,784,-11,-48,6,3478,333,-130,1177,251,1059,143,68,45,239,323,11,12,606,5274,220,72,171,322,20,-4030.07777285455,-1673.35192675601
"480","HZ","R67","silu_plate4_70338",-2013612.098,6708893.731,14035619,88,118,192,142,-12,255,1573,299,-247,620,181,1930,70,-12,328,165,230,425,140,763,503,149,-8,177,213,-37,256.851355374734,-269.995833408797
"481","HZ","R67","silu_plate4_70574",-2013612.098,6708893.731,14035619,88,118,192,142,-12,255,1573,299,-247,620,181,1930,70,-12,328,165,230,425,140,763,503,149,-8,177,213,-37,256.851355374734,-269.995833408797
"482","HZ","R67","silu_plate4_71140",-2013612.098,6708893.731,14035619,88,118,192,142,-12,255,1573,299,-247,620,181,1930,70,-12,328,165,230,425,140,763,503,149,-8,177,213,-37,256.851355374734,-269.995833408797
"483","inlandTOWA","Ferndale, MT","silu_plate4_72394",-1402470.517,6684695.974,14133910,196,146,274,17,-20,525,1489,258,-329,716,112,800,57,-50,311,171,176,233,176,240,550,159,-39,221,259,-88,-537.133898169206,713.198653934086
"484","inlandTOWA","Lowell, ID","silu_plate4_72401",-1617642.403,6518965.316,14809315,329,128,509,-38,-39,234,2320,272,-269,974,144,599,97,-12,251,210,222,43,127,123,837,198,2,222,316,-53,-1340.81866393829,223.785481760784
"485","inlandTOWA","Lowell, ID","silu_plate4_72402",-1617642.403,6518965.316,14809315,329,128,509,-38,-39,234,2320,272,-269,974,144,599,97,-12,251,210,222,43,127,123,837,198,2,222,316,-53,-1340.81866393829,223.785481760784
"486","inlandTOWA","Lowell, ID","silu_plate4_72404",-1617642.403,6518965.316,14809315,329,128,509,-38,-39,234,2320,272,-269,974,144,599,97,-12,251,210,222,43,127,123,837,198,2,222,316,-53,-1340.81866393829,223.785481760784
"487","inlandTOWA","Lolo, MT","silu_plate4_72416",-1435389.313,6577791.426,14569367,190,144,286,23,-20,601,1439,264,-340,673,120,804,53,-52,256,171,176,309,137,296,668,157,-45,223,244,-90,-544.300828470654,750.306230907613
"488","HZ","R52","silu_plate4_80766",-2007351.112,6747854.163,13876895,92,139,218,132,-14,181,1591,279,-239,739,140,1917,76,-1,335,165,225,256,155,834,493,153,7,166,235,-33,180.757875940071,-359.141562162909
"489","HZ","R74","silu_plate4_80770",-2019326.144,6679574.205,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"490","HZ","R74","silu_plate4_80778",-2019326.144,6679574.205,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"491","HZ","R74","silu_plate4_80779",-2019326.144,6679574.205,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"492","HZ","R74","silu_plate4_80818",-2019936.394,6677837.948,14161783,167,136,540,35,-33,211,1901,275,-254,852,139,1106,84,-6,124,184,221,178,55,556,1485,172,2,190,274,-42,-1135.67160977736,-125.667555676309
"493","HZ","R52","silu_plate4_84790",-1999766.765,6744916.86,13889113,102,129,253,119,-16,131,1778,286,-221,783,157,1828,86,9,306,171,246,163,143,803,559,161,17,162,243,-24,-37.0892551576634,-437.642012412553
"494","HZ","R52","silu_plate4_84840",-1999766.765,6744916.86,13889113,102,129,253,119,-16,131,1778,286,-221,783,157,1828,86,9,306,171,246,163,143,803,559,161,17,162,243,-24,-37.0892551576634,-437.642012412553
"495","inlandTOWA","Tok, AK","silu_plate4_84860",-2104922.171,8928981.776,5000128,193,155,181,-7,-9,3528,963,237,-531,372,82,249,-52,-275,190,150,120,66,142,25,788,133,-251,425,209,-319,-396.642863249927,3085.6401802821
"496","coastalTOWA","Valdez, AK","silu_plate4_84864",-2473225.984,8992090.763,4739279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"497","HZ","R51","silu_plate4_87196",-2010216.252,6756052.843,13840262,75,149,155,167,-8,241,1297,275,-259,661,126,2174,62,-13,396,150,204,456,182,919,379,137,-5,163,214,-43,622.517955552713,-320.691457645626
"498","HZ","R51","silu_plate4_87198",-2011932.008,6755059.24,13844331,74,149,153,168,-8,241,1297,275,-259,662,126,2191,62,-13,400,150,204,461,184,924,375,138,-5,163,214,-43,637.974956086491,-331.003207455323
"499","HZ","R51","silu_plate4_87199",-2011932.008,6755059.24,13844331,74,149,153,168,-8,241,1297,275,-259,662,126,2191,62,-13,400,150,204,461,184,924,375,138,-5,163,214,-43,637.974956086491,-331.003207455323
"500","HZ","R51","silu_plate4_87200",-2012620.277,6751192.442,13860610,75,150,151,164,-8,264,1247,274,-265,653,124,2129,59,-16,394,148,197,512,183,898,375,135,-9,164,212,-46,635.442796017956,-246.395764191628
"501","HZ","R64","silu_plate4_87527",-2017730.544,6719717.555,13990845,90,97,231,159,-15,116,2118,308,-194,733,211,2198,97,12,329,189,283,172,136,951,574,177,19,177,245,-11,81.9538717031,-853.026907334846
"502","HZ","R64","silu_plate4_87530",-2018077.823,6721325.029,13982704,89,98,235,160,-16,104,2151,310,-191,751,212,2226,99,15,332,189,285,154,138,973,568,177,23,174,246,-9,83.4431657386664,-900.238659569657
"503","HZ","r64","silu_plate4_87531",-2018395.186,6721282.168,13982704,89,98,235,160,-16,104,2151,310,-191,751,212,2226,99,15,332,189,285,154,138,973,568,177,23,174,246,-9,83.4431657386664,-900.238659569657
"504","HZ","R64","silu_plate4_87532",-2018377.098,6721150.997,13982704,89,98,235,160,-16,104,2151,310,-191,751,212,2226,99,15,332,189,285,154,138,973,568,177,23,174,246,-9,83.4431657386664,-900.238659569657
"505","HZ","R58","silu_plate4_87553",-2006517.045,6740940.693,13905386,109,118,278,111,-18,98,2008,294,-204,809,176,1788,96,17,301,182,266,117,139,787,605,172,25,165,255,-15,-203.787336968849,-547.944970492009
"506","HZ","R58","silu_plate4_87555",-2006370.182,6740813.711,13905386,109,118,278,111,-18,98,2008,294,-204,809,176,1788,96,17,301,182,266,117,139,787,605,172,25,165,255,-15,-203.787336968849,-547.944970492009
"507","HZ","R83","silu_plate4_PE24W03",-2031296.816,6657129.019,14243171,151,124,484,55,-30,180,2045,284,-239,845,160,1272,92,0,143,189,244,158,62,630,1319,178,9,189,270,-34,-985.255688389358,-297.29892357767
"508","HZ","R71","silu_plate4_PE27W02",-2033370.626,6697925.761,14080369,78,113,165,173,-10,200,1702,298,-231,663,185,2279,77,-4,389,172,244,361,171,870,443,156,0,176,222,-29,446.954389634121,-592.75109509317
"509","HZ","R68","silu_plate4_PE28W01",-2041995.31,6719111.483,13990821,68,132,210,190,-14,258,1399,287,-253,638,155,2415,64,-13,331,157,215,577,135,1095,474,142,-9,170,219,-40,722.7090288619,-554.490134107816
"510","HZ","R80","silu_plate4_PE31W01",-2062194.986,6674701.815,14173950,66,132,292,208,-23,153,1829,278,-230,851,146,2805,86,5,319,173,237,304,129,1303,542,163,11,168,256,-28,645.671157871234,-1151.46003315815
"511","HZ","R83","silu_plate4_PF03W01",-2031424.09,6656137.916,14247241,153,124,483,52,-30,180,2039,283,-240,846,159,1246,92,0,145,189,243,154,63,612,1307,178,8,189,270,-34,-995.622658635242,-272.438689614446
"512","HZ","R73","silu_plate4_PF04W05",-2016790.115,6682175.865,14141436,128,132,412,73,-26,245,1643,281,-253,752,149,1359,74,-10,157,169,217,289,69,678,1078,157,-5,179,245,-40,-564.096590691717,-81.3647334963142
"513","HZ","R74","silu_plate4_PF05W04",-2019139.833,6679495.391,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"514","HZ","R74","silu_plate4_PF05W05",-2018974.582,6679177.268,14153644,153,136,506,46,-31,225,1815,276,-255,825,140,1180,81,-8,132,179,218,212,59,593,1351,167,-1,187,267,-42,-955.878037100413,-103.499896869395
"515","HZ","W1","silu_plate4_PF07W01",-2019551.453,6695529.053,14088523,74,116,169,182,-10,222,1608,298,-240,646,182,2338,73,-8,360,167,235,456,160,1003,464,150,-4,175,213,-34,557.642826702235,-604.616760567304
"516","HZ","R67","silu_plate4_PF08W01",-2014563.42,6709710.419,14031548,86,114,201,149,-13,219,1696,300,-238,654,186,2029,75,-8,331,170,240,374,140,816,513,155,-4,178,222,-33,245.854522576763,-428.300888513095
"517","HZ","R65","silu_plate4_PF08W08",-2009856.407,6709914.752,14031553,101,118,206,117,-13,267,1531,297,-249,606,179,1659,68,-14,299,164,229,380,125,643,548,147,-10,178,209,-38,50.0701625292881,-62.4753671762439
"518","HZ","R64","silu_plate4_PF10W02",-2014567.317,6717239.885,13998988,82,117,206,155,-14,273,1540,289,-247,617,172,2057,68,-15,318,167,228,499,133,864,524,152,-11,182,222,-37,370.761677652946,-345.82250055114
"519","HZ","R63","silu_plate4_PF11W04",-2001986.068,6721771.115,13982721,112,108,238,106,-15,200,1720,292,-233,644,184,1583,77,-6,276,174,246,267,115,655,630,160,0,180,226,-31,-168.227273227123,-173.506859544308
"520","HZ","R67","silu_plate4_PF14W03",-2014496.064,6708419.295,14035618,88,113,198,148,-13,210,1716,301,-235,653,188,2022,76,-6,332,171,242,353,140,813,515,156,-2,177,221,-31,225.509148142512,-439.566085804033
"521","HZ","R61","silu_plate4_PF18W02",-2031991.688,6733977.707,13933851,87,125,224,149,-16,126,1755,291,-218,767,166,2124,85,10,348,170,250,191,147,903,489,158,17,160,238,-22,222.518788923026,-615.569624568268
"522","HZ","R61","silu_plate4_PF18W03",-2031728.569,6734016.81,13929781,96,119,236,134,-17,91,1911,295,-205,795,176,2015,93,18,336,176,264,127,145,855,524,165,26,158,245,-15,39.0299837366894,-643.795379713124
"523","HZ","R61","silu_plate4_PF18W04",-2031574.221,6733982.951,13933851,87,125,224,149,-16,126,1755,291,-218,767,166,2124,85,10,348,170,250,191,147,903,489,158,17,160,238,-22,222.518788923026,-615.569624568268
"524","HZ","R52","silu_plate4_PF20W04",-2005287.676,6747377.875,13876897,96,135,234,127,-15,152,1713,281,-230,783,146,1902,83,5,328,169,234,198,154,819,515,159,13,164,242,-28,79.327966835994,-431.703886329044
"525","HZ","R49","silu_plate4_PF22W02",-2015146.019,6764515.34,13807697,87,139,181,147,-10,181,1542,283,-235,711,144,2028,76,-1,368,161,232,259,172,865,438,150,8,162,226,-31,316.994119422567,-398.361759197092
"526","HZ","R50","silu_plate4_PF22W07",-2008807.96,6761346.697,13819914,77,148,153,162,-7,235,1290,276,-257,651,128,2109,63,-12,385,150,207,430,178,894,390,137,-4,162,211,-42,567.482641559077,-279.353493549754
"527","HZ","R50","silu_plate4_PF22W10",-2009317.578,6761015.73,13819913,82,145,167,153,-9,218,1358,278,-251,665,133,2035,66,-9,368,153,214,370,170,872,416,141,-1,162,216,-39,451.927938055639,-281.746687052063
"528","HZ","R54","silu_plate4_PF24W02",-1985925.444,6748042.171,13872847,78,152,169,152,-9,289,1110,270,-271,597,118,1966,53,-19,321,140,190,558,146,864,436,127,-12,159,200,-49,560.399892488927,-67.7950482938496
"529","HZ","R55","silu_plate4_PF24W06",-1985207.819,6744744.591,13889127,84,144,176,145,-10,230,1250,276,-256,633,132,1926,62,-11,330,146,209,404,144,796,442,134,-4,157,206,-41,408.266015453458,-140.594736120993
"530","HZ","R57","silu_plate4_PF26W03",-1973933.368,6735091.153,13925769,156,148,369,50,-22,313,1389,271,-284,680,123,1041,62,-23,159,159,193,281,76,464,997,147,-15,182,230,-57,-622.329160697932,345.185767143641
"531","HZ","R56","silu_plate4_PF26W10",-1985923.69,6738955.041,13913547,75,158,153,152,-7,356,929,267,-287,534,109,1918,44,-26,328,130,172,697,144,779,397,116,-20,156,186,-57,671.492739789709,129.839326673466
"532","inlandHEWA","CA04","silu_plate4_QE10W02",-2262410.579,6162192.47,16257590,199,135,738,-15,-51,103,2384,268,-272,1188,133,1036,106,15,109,202,213,65,40,480,1852,190,25,187,317,-51,-1706.34125639191,-451.956565984018
"533","inlandHEWA","CA06","silu_plate4_QE15W06",-2271811.487,5928143.696,17209961,131,118,556,71,-38,26,2510,308,-184,1021,190,1636,115,44,128,212,278,56,41,794,1660,198,46,168,285,-6,-1201.28563132959,-950.749520550935
"534","inlandHEWA","CA06","silu_plate4_QE15W07",-2271811.487,5928143.696,17209961,131,118,556,71,-38,26,2510,308,-184,1021,190,1636,115,44,128,212,278,56,41,794,1660,198,46,168,285,-6,-1201.28563132959,-950.749520550935
